contour20s_lon,contour20s_lat,contour20s_x,contour20s_y,normals20_x,normals20_y
-87.99727219075477,30.08721521169281,-175119.08317655104,3349181.2664628904,0.003744111495245801,0.999992990789991
-87.97666376486065,30.08828882217583,-173118.47309535884,3349178.203148979,-0.0014446323951197288,0.999998956518077
-87.95606190042508,30.0894658847621,-171117.8810548132,3349187.0467351265,-0.008080613690256986,0.9999673513082259
-87.93546929795517,30.09077088559336,-169117.40822293452,3349210.535264164,-0.016001865617861256,0.9998719619515031
-87.91488897944144,30.09222529767909,-167117.20916427276,3349251.073146917,-0.025034253265090737,0.9996865939700598
-87.89432424375786,30.09384731776616,-165117.48897858802,3349310.701648316,-0.0350047739209866,0.9993871451058096
-87.87377863845742,30.09565217402964,-163118.49815620694,3349391.1329580704,-0.04573668023859282,0.9989535304911599
-87.8532558177757,30.09765169263199,-161120.52143546293,3349493.701178188,-0.05705030968608858,0.9983713047582655
-87.8327594565575,30.099854637920817,-159123.86684981943,3349619.3996881186,-0.06877814054919544,0.9976319799317758
-87.81229312836943,30.102266819436615,-157128.85291078265,3349768.8923752815,-0.08075267358887787,0.9967341700314324
-87.7918601403225,30.104891000095364,-155135.79294472962,3349942.502517327,-0.09282225079511669,0.995682695318809
-87.77146349396291,30.107727567279856,-153144.98656203164,3350140.2872414337,-0.10484369398826018,0.9944887127719932
-87.75110568322035,30.11077417869455,-151156.70222864355,3350361.9970415295,-0.11668856379797769,0.993168555220495
-87.73078873298456,30.114026653285176,-149171.1748697701,3350607.175139501,-0.1282472706919566,0.9917422233423684
-87.71051405283029,30.11747876333622,-147188.59292629932,3350875.1335964277,-0.13942081733143247,0.9902332228796584
-87.69028247297065,30.121122827298016,-145209.09776841916,3351165.0195089257,-0.15012891681845883,0.988666429254537
-87.67009419749064,30.124949789654742,-143232.77853338866,3351475.8236900424,-0.16030638773269953,0.987067303709374
-87.64994886746473,30.128949682249413,-141259.675115237,3351806.4323860235,-0.16990007403111268,0.9854612954572202
-87.62984552638488,30.13311159336192,-139289.77496085997,3352155.623700419,-0.17887029365777746,0.9838726635326243
-87.6097827396304,30.137424177784197,-137323.02125210236,3352522.125034704,-0.1871891934297688,0.9823238803282309
-87.58975857477645,30.141875566873026,-135359.3115662729,3352904.603021162,-0.19483798765742452,0.9808354390852756
-87.56977072702915,30.14645377835306,-133398.50733658505,3353301.7098288117,-0.20180559500050954,0.9794255979024085
-87.54981650144848,30.151146578196634,-131440.43303141935,3353712.067739416,-0.20808675377093808,0.978110373580136
-87.5298929398254,30.15594182166682,-129484.88623007775,3354134.307798877,-0.21368434798037111,0.976902758430031
-87.50999683434122,30.16082739858328,-127531.63931736615,3354567.063826764,-0.2186037751547244,0.9758137063436354
-87.4901248052876,30.165791373345307,-125580.44612089469,3355008.98842919,-0.22285461549051055,0.9748516914662335
-87.47027333412112,30.1708219899078,-123631.04510167931,3355458.7537440415,-0.2264465550310752,0.9740235919702142
-87.45043879556022,30.17590766734357,-121683.16250990146,3355915.05113133,-0.22939345627997423,0.9733337773939255
-87.43061753935841,30.18103714870376,-119736.51936957453,3356376.608172818,-0.23170940212243518,0.9727850497247907
-87.41080587186373,30.186199357245343,-117790.83063587103,3356842.17258704,-0.23340761157092346,0.9723789831443073
-87.3910001232817,30.191383506624693,-115845.81102128641,3357310.5248438227,-0.23450295528852855,0.9721154067089701
-87.37119665575206,30.19657904656704,-113901.17614276402,3357780.4721627794,-0.2350109191458631,0.9719927303649016
-87.35139191460182,30.201775736632563,-111956.64703259377,3358250.856983291,-0.2349438472789685,0.9720089447251793
-87.33158238684034,30.206963459009803,-110011.94731913973,3358720.535922202,-0.23431517513001018,0.9721606856398753
-87.31176470086265,30.212132442347365,-108066.81147560512,3359188.405182088,-0.2331380442094512,0.972443649957257
-87.29193556452499,30.2172730257122,-106120.98032426079,3359653.3739692285,-0.23142158537468968,0.9728535603176179
-87.27209181644331,30.222375751001724,-104174.2054243956,3360114.375030331,-0.22917828269805166,0.97338446399127
-87.25223045160627,30.22743138772544,-102226.25140352715,3360570.367529993,-0.22641754349250595,0.9740303362826125
-87.23234859149052,30.232430797922387,-100276.89391101882,3361020.3218640317,-0.2231481272875886,0.9747845471118437
-87.21244353728599,30.237365047081873,-98325.92407832242,3361463.2322568772,-0.21937716433326945,0.9756401282076776
-87.19251272747164,30.242225234189295,-96373.14546578885,3361898.0976334214,-0.21511398943282495,0.9765889470756335
-87.17255383208634,30.247002739117644,-94418.38165367061,3362323.949595899,-0.21036746201878986,0.9776223866727751
-87.1525646789927,30.25168895712688,-92461.47074387221,3362739.822510747,-0.20514306747944108,0.978731996955819
-87.13254331179168,30.25627544421094,-90502.27006290687,3363144.76995001,-0.19945031127784507,0.9799079412532438
-87.11248799902779,30.26075391350591,-88540.65707359219,3363537.864320674,-0.19329563892269522,0.9811405587241142
-87.09239721112688,30.265116129667042,-86576.52778348356,3363918.184987641,-0.18668829643279372,0.9824191976824462
-87.0722696893406,30.269354113780256,-84609.80216606731,3364284.841382952,-0.17963830099607142,0.9837327283440583
-87.05210440019295,30.273459965176844,-82640.42083567621,3364636.952945919,-0.17215516096617325,0.9850698455199565
-87.03190058509972,30.27742602185538,-80668.34887784891,3364973.667183843,-0.16425146353418169,0.9864184997894552
-87.01165775020974,30.281244809197574,-78693.57518143242,3365294.153895811,-0.15594113189448147,0.987766350602949
-86.99137568973899,30.284909139462084,-76716.11410873066,3365597.616322253,-0.1472385955329968,0.9891010039351241
-86.97105446675575,30.28841203064136,-74736.00413322254,3365883.2820036,-0.1381593011952813,0.990410019887335
-86.95069443589884,30.291746824603926,-72753.30934826037,3366150.4159966162,-0.12872124920101327,0.99168081558742
-86.93029623218601,30.29490716081698,-70768.11856130703,3366398.317869451,-0.11894235717654847,0.9929011610776203
-86.90986076663943,30.29788700089693,-68780.54474881862,3366626.3243795335,-0.1088415365587622,0.9940591128899365
-86.88938922085369,30.300680640741007,-66790.72448513914,3366833.8107663384,-0.0984411220896,0.9951428769185561
-86.86888305253218,30.303282822217593,-64798.81785786388,3367020.2031602506,-0.08776123491534558,0.996141538962277
-86.8483439492513,30.305688543973773,-62805.005134789375,3367184.9573037843,-0.07681890045402534,0.9970450624385212
-86.82777383124488,30.307893141563316,-60809.48659467397,3367327.567443702,-0.06563758902641804,0.9978435282682345
-86.8071748557327,30.309892439634858,-58812.48210665246,3367447.58323488,-0.054234692157394356,0.9985282160092386
-86.78654935130412,30.31168238385666,-56814.22694367342,3367544.568499643,-0.042626225351980636,0.9990910893968789
-86.76589984891653,30.313259361518654,-54814.97296674791,3367618.13697843,-0.030834057977099604,0.9995245173924773
