contour15s_lon,contour15s_lat,contour15s_x,contour15s_y,normals_x,normals_y
-85.46050555229748,29.747657466223203,68487.57643063858,3299169.194492975,0.8180805818104147,0.5751036095041772
-85.4339795780704,29.7180032703416,70929.7823845207,3295779.235645875,0.8010599640063015,0.5985841077628297
-85.40630256277704,29.689167532314507,73488.57646359241,3292476.566248356,0.7756849168809689,0.6311203607263551
-85.37710076052247,29.661509194222326,76201.7035057887,3289299.7272173283,0.7402457455736413,0.6723364010375491
-85.34603867888025,29.635451381988464,79103.45049279135,3286294.561814813,0.693145949367561,0.7207972619782504
-85.31287071569558,29.611466410265013,82219.55190420237,3283512.7362542655,0.6334144163163139,0.7738127533212821
-85.27749308067808,29.59003918370992,85561.97355440282,3281007.8544068807,0.5612262846965355,0.8276624054321443
-85.23997430413007,29.571615091259545,89125.71424834883,3278829.764297973,0.4781347921803533,0.8782864683613487
-85.20054855958341,29.556549729791268,92889.23766008092,3277018.9282118143,0.38683522521018665,0.9221488537847803
-85.15957503540125,29.54507759484447,96818.29623285859,3275602.7780340826,0.29065883942779336,0.9568267549888477
-85.11748311712417,29.53730041618493,100871.22980817554,3274594.208624919,0.19318045737315215,0.9811632437515685
-85.07471941425547,29.53318437775515,105004.13271368266,3273991.0751442546,0.09807062385489597,0.995179457553617
-85.0317005012597,29.532558588471574,109175.47625822846,3273775.861116015,0.008950881622950067,0.9999599400566863
-84.9887708072328,29.535122490760152,113350.26496392874,3273916.3669096655,-0.07097834816655818,0.9974778564417093
-84.94617178419618,29.54047125742019,117503.15915449632,3274368.440863239,-0.13940802693225593,0.9902350236316908
-84.9040311362195,29.548137219960775,121619.69764724592,3275080.560527058,-0.19518033712704347,0.9807673709901721
-84.86237351055512,29.557633845006478,125695.43164657986,3275998.766824458,-0.23819682315452415,0.9712169033944439
-84.82114520233509,29.56848995000452,129733.65010357893,3277070.556470879,-0.26908415542415715,0.9631166685815733
-84.78024235267914,29.58026865067784,133742.7031232664,3278247.0855582226,-0.2888222038838832,0.9573827523742301
-84.73953583467642,29.592573832899927,137733.59963324078,3279483.9726812574,-0.2984588521109622,0.9544225026667208
-84.69888990078364,29.60504788811019,141718.18028623224,3280741.108648044,-0.2989440856028081,0.9542706291629753
-84.6581752583353,29.61736592505079,145707.82125231085,3281982.0547949215,-0.29106149835331446,0.9567043452270526
-84.61727776851508,29.629228548822777,149712.5605858294,3283173.2668377873,-0.2754230426608229,0.9613231233937184
-84.57610469892494,29.640355825969394,153740.46881316951,3284283.4414754203,-0.25250259039069733,0.9675962183917358
-84.53458941978101,29.650482693648815,157797.17752585988,3285283.0174557334,-0.22269557204017482,0.9748880357218973
-84.49269558055668,29.659357486781943,161885.4702945412,3286144.02002157,-0.18635077662123228,0.9824832762203454
-84.45041976454188,29.666739791600463,166005.01920887324,3286839.825300746,-0.1438234279018162,0.9896033657918565
-84.4077942539204,29.67240303612782,170152.1263365278,3287345.449655242,-0.09552885244377075,0.9954266614626998
-84.3648881390991,29.67613640845577,174319.6219943775,3287637.758984236,-0.041966685810996156,0.9991190105698325
-84.32180739744086,29.677749344588474,178496.86937455618,3287695.9596601017,0.01625367113192433,0.9998679003622104
-84.27869315973037,29.677075416206517,182669.9401906756,3287502.0177270556,0.07841133897738016,0.9969210911199414
-84.23571836595853,29.673977022339294,186821.94615309229,3287041.1631841226,0.14366688802442643,0.9896261037813103
-84.19308263030695,29.66834987075093,190933.54038702627,3286302.366950311,0.21106092136721954,0.9774729088172319
-84.15100513129798,29.66012783393769,194983.608697317,3285278.8555017984,0.2794935347433955,0.9601475740929841
-84.1097148137616,29.649289028004475,198950.22272438495,3283968.7560098264,0.34771725378436885,0.937599440817163
-84.06943756693528,29.635861286356143,202811.88266123686,3282375.669123793,0.41436241767716353,0.910111963890562
-84.0303803019011,29.61992642900013,206549.05663230983,3280509.1034455914,0.47802449497016153,0.8783465046372768
-83.99271441766072,29.601619313476327,210145.7658561454,3278384.3333674516,0.5374143277626092,0.8433183505150724
-83.95656172897448,29.581120842273595,213590.91807531205,3276021.5961699854,0.5915037916487909,0.8063022165820357
-83.92198576494212,29.558645936625414,216879.11215894096,3273444.7464648243,0.639638950539127,0.7686754926190922
-83.88899093239193,29.53442775625341,220010.67629065434,3270679.514307085,0.6815900948463678,0.7317342021576683
-83.85752942304337,29.508701459988355,222990.95969657754,3267751.7301611165,0.7175032283613229,0.6965551789277568
-83.82751224272758,29.481691651369957,225829.23829730644,3264685.9661281453,0.747789849738663,0.6639354943274445
-83.79882160551077,29.453604230209216,228537.50113990562,3261504.666360623,0.7730157899968516,0.634386781400388
-83.77132277367397,29.424622185306,231129.3005910307,3258227.710752818,0.7938069738770904,0.6081697856882535
-83.74487374465421,29.394904640553776,233618.81845459758,3254872.3324042098,0.810783452757698,0.5853462161270931
-83.71933281170189,29.36458777602921,236020.1413412538,3251453.236704637,0.8245229865132812,0.5658284587321672
-83.69456405354691,29.33378676310989,238346.7376980413,3247982.8272292092,0.8355416893875508,0.5494270518416414
-83.67044083114472,29.302598266720146,240611.1280447013,3244471.489494891,0.8442948271497565,0.5358789460765955
-83.64684883629769,29.271102420144295,242824.59591667957,3240927.8149761884,0.8511852968207387,0.5248653069847453
-83.6236879995995,29.239364721366776,244997.00825875596,3237358.8137242883,0.8565726578103041,0.5160264352645042
-83.6008742174464,29.20743736832189,247136.65108774148,3233770.0643144264,0.8607865007015586,0.5089662073359742
-83.57834083255219,29.17536016334896,249250.08733961688,3230165.815433923,0.8641332431379659,0.5032630903452598
-83.5560393822945,29.143161354564157,251342.08524339323,3226549.0788588203,0.8669035329355776,0.4984759418305097
-83.53394055899126,29.110858000087234,253415.524544621,3222921.669977316,0.8693720941228318,0.49415803338656955
-83.51203374393873,29.078456841519756,255471.44250106384,3219284.3017552695,0.8717944266220192,0.48987189928672653
-83.49032669689402,29.045954944413673,257509.06408643976,3215636.653296607,0.8744018645108104,0.48520241069065034
-83.46884397191745,29.01334095854414,259525.95764079283,3211977.5045923702,0.8773908268185459,0.4797763406157797
-83.44762494559453,28.9805965931268,261518.22885182657,3208304.894536182,0.8809105787857457,0.4732827402128274
-83.4267205036299,28.947698817616065,263480.8472859688,3204616.3569519576,0.8850529812710718,0.4654903010194603
-83.40618960012307,28.914622126011537,265407.9857223381,3200909.1638257327,0.8898482185241187,0.45625666898079703
-83.38609515353069,28.881341056932783,267293.4250353606,3197180.5960109513,0.8952649015891593,0.4455342365997848
-83.36650011766896,28.847832451097126,269130.9417926777,3193428.185651372,0.9012180908440407,0.43336584168047054
-83.3474637415265,28.814077351534415,270914.6770530239,3189649.91981098,0.9075826310900382,0.4198735139821083
-83.32903859606023,28.780062240140694,272639.429294765,3185844.372402255,0.9142095340706099,0.4052418140004789
-83.31126824426914,28.74577967652066,274300.88367031055,3182010.7713645347,0.9209413631466844,0.389701174806449
-83.29418567966574,28.7112283532009,275895.76536719565,3178149.0027824496,0.9276264700763683,0.37350921275606624
-83.2778125806975,28.676412637475803,277421.91250803776,3174259.5597079745,0.9341307645243297,0.35693096639152977
-83.26215942366444,28.64134171037351,278878.2645541947,3170343.4479046795,0.940345117646586,0.3402220741195788
-83.24722616494134,28.606028527354482,280264.794817194,3166402.072781599,0.9461866879226607,0.32362130893676555
-83.23300298801777,28.5704888445398,281582.4368160458,3162437.1335633295,0.9515979794860776,0.3073455472884142
-83.21947141572649,28.534740244418764,282832.97490244097,3158450.51792213,0.9565448712428464,0.29158516645914395
-83.20660545033773,28.49880130281932,284018.9323618124,3154444.2121592304,0.9610116734097076,0.27650780019788496
-83.1943723702419,28.462690992726237,285143.4935025004,3150420.236878708,0.9649969483402475,0.2622611097627894
-83.18273363839849,28.426428172840005,286210.41486999136,3146380.592148446,0.9685102624371418,0.2489736362628357
-83.17164562880346,28.390031237553984,287223.95448029385,3142327.2201326867,0.9715674147848444,0.23676308523140618
-83.16105983400358,28.353517977837004,288188.85222369275,3138261.9901156556,0.9741879269298568,0.2257385280011103
